Date,Close/Last,Volume,Open,High,Low
11/16/2021,1854.1,212495,1864.9,1879.5,1851
11/15/2021,1866.6,208217,1872.6,1873,1858.5
11/12/2021,1868.5,192007,1864.3,1871.4,1847.5
11/11/2021,1863.9,178701,1851.5,1868.7,1845.1
11/10/2021,1848.3,323266,1834.5,1870.6,1823
11/09/2021,1830.8,202363,1826.9,1834.8,1821
11/08/2021,1828,180098,1820.6,1828.3,1813.8
11/05/2021,1816.8,276580,1792.6,1820.1,1785.3
11/04/2021,1793.5,213034,1769.9,1800.3,1769.3
11/03/2021,1763.9,248047,1789.2,1789.3,1758.5
11/02/2021,1789.4,141590,1794.8,1797.8,1787.4
11/01/2021,1795.8,140366,1785.3,1797.5,1780.2
10/29/2021,1783.9,248553,1801.5,1802.9,1772.4
10/28/2021,1802.6,216464,1798.7,1812.7,1793.1
10/27/2021,1798.8,180196,1795,1801,1784.3
10/26/2021,1793.4,195602,1808.7,1809.8,1783
10/25/2021,1806.8,148222,1794.2,1811.5,1793
10/22/2021,1796.3,301766,1783.7,1815.5,1783.4
10/21/2021,1781.9,136936,1782.5,1790.3,1776.8
10/20/2021,1784.9,171291,1769.4,1789.6,1767.1
10/19/2021,1770.5,163590,1764.8,1786,1763.4
10/18/2021,1765.7,151275,1767.5,1772.5,1760.3
10/15/2021,1768.3,199306,1797.3,1797.7,1765.1
10/14/2021,1797.9,160575,1793.6,1801.9,1787.6
10/13/2021,1794.7,292440,1760.4,1797.4,1757.9
10/12/2021,1759.3,165367,1753.6,1770,1750.5
10/11/2021,1755.7,113114,1757.4,1761.1,1749.9
10/08/2021,1757.4,234810,1757,1782.4,1753.6
10/07/2021,1759.2,143881,1763.8,1767.7,1752
10/06/2021,1761.8,156675,1760.5,1765.9,1745.4
10/05/2021,1760.9,150083,1770.8,1771.1,1748.6
10/04/2021,1767.6,163944,1762.6,1771.5,1747.7
10/01/2021,1758.4,148890,1757.2,1765.2,1749.9
09/30/2021,1757,237967,1726,1765,1721.8
09/29/2021,1722.9,175420,1734,1746,1721.1
09/28/2021,1737.5,211821,1750,1754.3,1727.8
09/27/2021,1752,135811,1751.8,1760.9,1744.7
09/24/2021,1751.7,147736,1743.7,1758,1740.2
09/23/2021,1749.8,220098,1769.2,1777.1,1737.5
09/22/2021,1778.8,169937,1775,1788.4,1764.6
09/21/2021,1778.2,139900,1765.5,1782.8,1758.3
09/20/2021,1763.8,150573,1754.2,1768.4,1742.3
09/17/2021,1751.4,180673,1754.6,1767.8,1747.1
09/16/2021,1756.7,243613,1795.5,1797.3,1745.5
09/15/2021,1794.8,137513,1806.6,1808.5,1791.7
09/14/2021,1807.1,193835,1794.8,1810.6,1780.6
09/13/2021,1794.4,110870,1789.8,1800.2,1784.4
09/10/2021,1792.1,134148,1796.2,1806,1788.2
09/09/2021,1800,152037,1790.9,1803.4,1785.1
09/08/2021,1793.5,158104,1796.1,1804.4,1783.1
09/07/2021,1798.5,248598,1833.5,1833.5,1793.7
09/03/2021,1833.7,181932,1811.5,1836.9,1810.9
09/02/2021,1811.5,111099,1816.2,1819.6,1806.5
09/01/2021,1816,138802,1816.7,1822.7,1810.6
08/31/2021,1818.1,162209,1812.2,1821.9,1803.4
08/30/2021,1812.2,102579,1821.6,1826.5,1810
08/27/2021,1819.5,198760,1795.2,1821.9,1785.2
08/26/2021,1795.2,131078,1793,1800.4,1781.3
08/25/2021,1791,160525,1805.1,1805.3,1784
08/24/2021,1808.5,112953,1807.6,1812.2,1802.6
08/23/2021,1806.3,150238,1781.2,1809.1,1778
08/20/2021,1784,106495,1782.8,1791,1780
08/19/2021,1783.1,147534,1789.5,1795,1774.6
08/18/2021,1784.4,131190,1787.8,1795.7,1778.8
08/17/2021,1787.8,142476,1789.1,1797.6,1782.1
08/16/2021,1789.8,133821,1780.9,1791.3,1772
08/13/2021,1778.2,140689,1754.4,1781.9,1753
08/12/2021,1751.8,133990,1752.9,1759.6,1742.6
08/11/2021,1753.3,181306,1730.4,1756.7,1724.6
08/10/2021,1731.7,178253,1732,1739.4,1718.5
08/09/2021,1726.5,282388,1765,1765.7,1677.9
08/06/2021,1763.1,305778,1806.7,1807,1759.5
08/05/2021,1808.9,166287,1814.9,1817.9,1799.7
08/04/2021,1814.5,237140,1813.7,1835.9,1808.3
08/03/2021,1814.1,101460,1816.8,1818.2,1809.5
08/02/2021,1822.2,157414,1817,1823.2,1808.2
07/30/2021,1817.2,152236,1832.5,1835.5,1813.1
07/29/2021,1835.8,204918,1811.5,1837.5,1810.9
07/28/2021,1804.6,195298,1802.4,1813.9,1795.6
07/27/2021,1804,76707,1801.5,1809.5,1796.9
07/26/2021,1803.4,81390,1806.4,1816.1,1800.2
07/23/2021,1805.9,88214,1811.5,1814.5,1793.1
07/22/2021,1809.2,53343,1807.8,1812.3,1796
07/21/2021,1807.4,64012,1814.7,1818.1,1798.3
07/20/2021,1811.4,216747,1813.5,1825.9,1805.2
07/19/2021,1809.2,247651,1811.6,1818,1795
07/16/2021,1815,181535,1830.7,1832.7,1809.5
07/15/2021,1829,168788,1828.7,1835,1820.6
07/14/2021,1825,204998,1808.3,1831.1,1804.9
07/13/2021,1809.9,227638,1806.7,1818,1798.7
07/12/2021,1805.9,188154,1808.5,1811,1791
07/09/2021,1810.6,172928,1803.2,1813,1796.6
07/08/2021,1800.2,234021,1803.8,1819.5,1793.5
07/07/2021,1802.1,168050,1797,1810.2,1794.1
07/06/2021,1794.2,273015,1787.5,1815.7,1784.7
07/02/2021,1783.3,202365,1777.5,1795.9,1774.4
07/01/2021,1776.8,167260,1770.8,1783.4,1765.9
06/30/2021,1771.6,169111,1761.9,1774.7,1753.2
06/29/2021,1763.6,232701,1778.8,1779.2,1750.1
06/28/2021,1780.7,158467,1782,1786.1,1770.4
06/25/2021,1777.8,158121,1775.7,1791,1773.6
06/24/2021,1776.7,148872,1778.2,1788.6,1772.7
06/23/2021,1783.4,175084,1779.1,1795.6,1773.1
06/22/2021,1777.4,167293,1783.2,1790.1,1771.2
06/21/2021,1782.9,187249,1764.3,1786.9,1764.1
06/18/2021,1769,254641,1773.9,1797.9,1761.2
06/17/2021,1774.8,372368,1812.3,1826.4,1767.9
06/16/2021,1861.4,228605,1861,1866,1804.4
06/15/2021,1856.4,152410,1867.8,1870.9,1853
06/14/2021,1865.9,235708,1879.6,1879.7,1845.7
06/11/2021,1879.6,213681,1901.9,1906.2,1876.1
06/10/2021,1896.4,244698,1891.4,1903,1871.8
06/09/2021,1895.5,143891,1894.4,1901.7,1889.3
06/08/2021,1894.4,170166,1901.6,1906.9,1885.7
06/07/2021,1898.8,142315,1894.3,1902.9,1883.7
06/04/2021,1892,224522,1872.7,1894.6,1891.6
06/03/2021,1873.3,269228,1910.5,1876,1872.2
06/02/2021,1909.9,160414,1903,1911.8,1896.4
06/01/2021,1905,283146,1901.8,1903,1901.6
05/28/2021,1905.3,194069,1899.8,1908.8,1884.3
05/27/2021,1898.5,203605,1899.3,1901.6,1898.9
05/26/2021,1903.8,172696,1902.4,1915.6,1893
05/25/2021,1900.5,174389,1883.4,1903.7,1900
05/24/2021,1886.7,51824,1885.6,1890,1877.9
05/21/2021,1878.9,51799,1880.4,1892.3,1872.5
05/20/2021,1883.9,43110,1872.2,1887.2,1866.2
05/19/2021,1881.5,387547,1870.2,1874,1862
05/18/2021,1868,219676,1867.3,1870.6,1868.8
05/17/2021,1867.6,260925,1845.9,1867.9,1866.2
05/14/2021,1838.1,222090,1826.4,1847.1,1819
05/13/2021,1824,238443,1816.2,1829.1,1808.4
05/12/2021,1822.8,323911,1838.2,1844.7,1813
05/11/2021,1836.1,294462,1836.2,1839.2,1837.3
05/10/2021,1837.6,254657,1835.4,1846.3,1830.5
05/07/2021,1831.3,332450,1815.4,1833.4,1830.6
05/06/2021,1815.7,277680,1787,1816.5,1813
05/05/2021,1784.3,176172,1778.4,1788.1,1785.4
05/04/2021,1776,225083,1793.2,1799.5,1769.2
05/03/2021,1791.8,198798,1768.1,1794.1,1790.8
04/30/2021,1767.7,160763,1772.4,1770,1764.9
04/29/2021,1768.3,222795,1781.9,1774.5,1771.3
04/28/2021,1773.9,190626,1776.4,1782.7,1761.8
04/27/2021,1778.8,140469,1781.1,1785.9,1773.9
04/26/2021,1780.1,136847,1776.1,1782.4,1780.3
04/23/2021,1777.8,171772,1784,1796.3,1769.5
04/22/2021,1782,160685,1794.5,1784.8,1778.7
04/21/2021,1793.1,171089,1779.1,1795.9,1790.5
04/20/2021,1778.4,165014,1770.5,1780.8,1763.5
04/19/2021,1770.6,178114,1778.8,1790.4,1766.6
04/16/2021,1780.2,167944,1764.8,1784.7,1760.3
04/15/2021,1766.8,193552,1736.6,1766.2,1763.6
04/14/2021,1736.3,141968,1746.4,1737.4,1736.1
04/13/2021,1747.6,170934,1732.2,1748.1,1744.6
04/12/2021,1732.7,122724,1744.5,1733.7,1727
04/09/2021,1744.8,165011,1756.5,1758.2,1730.8
04/08/2021,1758.2,140648,1738.6,1759.4,1733.6
04/07/2021,1741.6,118174,1744.4,1744.1,1736
04/06/2021,1743,148878,1729.2,1745.5,1742.2
04/05/2021,1728.8,100575,1730,1734.4,1721.6
04/01/2021,1728.4,166688,1709,1732,1706.4
03/31/2021,1715.6,205346,1685.9,1716.3,1677.3
03/30/2021,1686,218812,1713,1714.8,1678.3
03/29/2021,1714.6,171876,1732.4,1734.8,1705.6
03/26/2021,1734.7,98882,1727.5,1737.9,1721.2
